timestamp_ms,ax,ay,az,gx,gy,gz
8480,8.4800,16.9600,1.0000,84.8000,169.6000,254.4000
8490,8.4900,16.9800,1.0000,84.9000,169.8000,254.7000
8500,8.5000,17.0000,1.0000,85.0000,170.0000,255.0000
8510,8.5100,17.0200,1.0000,85.1000,170.2000,255.3000
8520,8.5200,17.0400,1.0000,85.2000,170.4000,255.6000
8530,8.5300,17.0600,1.0000,85.3000,170.6000,255.9000
8540,8.5400,17.0800,1.0000,85.4000,170.8000,256.2000
8550,8.5500,17.1000,1.0000,85.5000,171.0000,256.5000
8560,8.5600,17.1200,1.0000,85.6000,171.2000,256.8000
8570,8.5700,17.1400,1.0000,85.7000,171.4000,257.1000
8580,8.5800,17.1600,1.0000,85.8000,171.6000,257.4000
8590,8.5900,17.1800,1.0000,85.9000,171.8000,257.7000
8600,8.6000,17.2000,1.0000,86.0000,172.0000,258.0000
8610,8.6100,17.2200,1.0000,86.1000,172.2000,258.3000
8620,8.6200,17.2400,1.0000,86.2000,172.4000,258.6000
8630,8.6300,17.2600,1.0000,86.3000,172.6000,258.9000
8640,8.6400,17.2800,1.0000,86.4000,172.8000,259.2000
8650,8.6500,17.3000,1.0000,86.5000,173.0000,259.5000
8660,8.6600,17.3200,1.0000,86.6000,173.2000,259.8000
8670,8.6700,17.3400,1.0000,86.7000,173.4000,260.1000
8680,8.6800,17.3600,1.0000,86.8000,173.6000,260.4000
8690,8.6900,17.3800,1.0000,86.9000,173.8000,260.7000
8700,8.7000,17.4000,1.0000,87.0000,174.0000,261.0000
8710,8.7100,17.4200,1.0000,87.1000,174.2000,261.3000
8720,8.7200,17.4400,1.0000,87.2000,174.4000,261.6000
8730,8.7300,17.4600,1.0000,87.3000,174.6000,261.9000
8740,8.7400,17.4800,1.0000,87.4000,174.8000,262.2000
8750,8.7500,17.5000,1.0000,87.5000,175.0000,262.5000
8760,8.7600,17.5200,1.0000,87.6000,175.2000,262.8000
8770,8.7700,17.5400,1.0000,87.7000,175.4000,263.1000
8780,8.7800,17.5600,1.0000,87.8000,175.6000,263.4000
8790,8.7900,17.5800,1.0000,87.9000,175.8000,263.7000
8800,8.8000,17.6000,1.0000,88.0000,176.0000,264.0000
8810,8.8100,17.6200,1.0000,88.1000,176.2000,264.3000
8820,8.8200,17.6400,1.0000,88.2000,176.4000,264.6000
8830,8.8300,17.6600,1.0000,88.3000,176.6000,264.9000
8840,8.8400,17.6800,1.0000,88.4000,176.8000,265.2000
8850,8.8500,17.7000,1.0000,88.5000,177.0000,265.5000
8860,8.8600,17.7200,1.0000,88.6000,177.2000,265.8000
8870,8.8700,17.7400,1.0000,88.7000,177.4000,266.1000
8880,8.8800,17.7600,1.0000,88.8000,177.6000,266.4000
8890,8.8900,17.7800,1.0000,88.9000,177.8000,266.7000
8900,8.9000,17.8000,1.0000,89.0000,178.0000,267.0000
8910,8.9100,17.8200,1.0000,89.1000,178.2000,267.3000
8920,8.9200,17.8400,1.0000,89.2000,178.4000,267.6000
8930,8.9300,17.8600,1.0000,89.3000,178.6000,267.9000
8940,8.9400,17.8800,1.0000,89.4000,178.8000,268.2000
8950,8.9500,17.9000,1.0000,89.5000,179.0000,268.5000
8960,8.9600,17.9200,1.0000,89.6000,179.2000,268.8000
8970,8.9700,17.9400,1.0000,89.7000,179.4000,269.1000
8980,8.9800,17.9600,1.0000,89.8000,179.6000,269.4000
8990,8.9900,17.9800,1.0000,89.9000,179.8000,269.7000
9000,9.0000,18.0000,1.0000,90.0000,180.0000,270.0000
9010,9.0100,18.0200,1.0000,90.1000,180.2000,270.3000
9020,9.0200,18.0400,1.0000,90.2000,180.4000,270.6000
9030,9.0300,18.0600,1.0000,90.3000,180.6000,270.9000
9040,9.0400,18.0800,1.0000,90.4000,180.8000,271.2000
9050,9.0500,18.1000,1.0000,90.5000,181.0000,271.5000
9060,9.0600,18.1200,1.0000,90.6000,181.2000,271.8000
9070,9.0700,18.1400,1.0000,90.7000,181.4000,272.1000
9080,9.0800,18.1600,1.0000,90.8000,181.6000,272.4000
9090,9.0900,18.1800,1.0000,90.9000,181.8000,272.7000
9100,9.1000,18.2000,1.0000,91.0000,182.0000,273.0000
9110,9.1100,18.2200,1.0000,91.1000,182.2000,273.3000
9120,9.1200,18.2400,1.0000,91.2000,182.4000,273.6000
9130,9.1300,18.2600,1.0000,91.3000,182.6000,273.9000
9140,9.1400,18.2800,1.0000,91.4000,182.8000,274.2000
9150,9.1500,18.3000,1.0000,91.5000,183.0000,274.5000
9160,9.1600,18.3200,1.0000,91.6000,183.2000,274.8000
9170,9.1700,18.3400,1.0000,91.7000,183.4000,275.1000
9180,9.1800,18.3600,1.0000,91.8000,183.6000,275.4000
9190,9.1900,18.3800,1.0000,91.9000,183.8000,275.7000
9200,9.2000,18.4000,1.0000,92.0000,184.0000,276.0000
9210,9.2100,18.4200,1.0000,92.1000,184.2000,276.3000
9220,9.2200,18.4400,1.0000,92.2000,184.4000,276.6000
9230,9.2300,18.4600,1.0000,92.3000,184.6000,276.9000
9240,9.2400,18.4800,1.0000,92.4000,184.8000,277.2000
9250,9.2500,18.5000,1.0000,92.5000,185.0000,277.5000
9260,9.2600,18.5200,1.0000,92.6000,185.2000,277.8000
9270,9.2700,18.5400,1.0000,92.7000,185.4000,278.1000
9280,9.2800,18.5600,1.0000,92.8000,185.6000,278.4000
9290,9.2900,18.5800,1.0000,92.9000,185.8000,278.7000
9300,9.3000,18.6000,1.0000,93.0000,186.0000,279.0000
9310,9.3100,18.6200,1.0000,93.1000,186.2000,279.3000
9320,9.3200,18.6400,1.0000,93.2000,186.4000,279.6000
9330,9.3300,18.6600,1.0000,93.3000,186.6000,279.9000
9340,9.3400,18.6800,1.0000,93.4000,186.8000,280.2000
9350,9.3500,18.7000,1.0000,93.5000,187.0000,280.5000
9360,9.3600,18.7200,1.0000,93.6000,187.2000,280.8000
9370,9.3700,18.7400,1.0000,93.7000,187.4000,281.1000
9380,9.3800,18.7600,1.0000,93.8000,187.6000,281.4000
9390,9.3900,18.7800,1.0000,93.9000,187.8000,281.7000
9400,9.4000,18.8000,1.0000,94.0000,188.0000,282.0000
9410,9.4100,18.8200,1.0000,94.1000,188.2000,282.3000
9420,9.4200,18.8400,1.0000,94.2000,188.4000,282.6000
9430,9.4300,18.8600,1.0000,94.3000,188.6000,282.9000
9440,9.4400,18.8800,1.0000,94.4000,188.8000,283.2000
9450,9.4500,18.9000,1.0000,94.5000,189.0000,283.5000
9460,9.4600,18.9200,1.0000,94.6000,189.2000,283.8000
9470,9.4700,18.9400,1.0000,94.7000,189.4000,284.1000
9480,9.4800,18.9600,1.0000,94.8000,189.6000,284.4000
9490,9.4900,18.9800,1.0000,94.9000,189.8000,284.7000
9500,9.5000,19.0000,1.0000,95.0000,190.0000,285.0000
9510,9.5100,19.0200,1.0000,95.1000,190.2000,285.3000
9520,9.5200,19.0400,1.0000,95.2000,190.4000,285.6000
9530,9.5300,19.0600,1.0000,95.3000,190.6000,285.9000
9540,9.5400,19.0800,1.0000,95.4000,190.8000,286.2000
9550,9.5500,19.1000,1.0000,95.5000,191.0000,286.5000
9560,9.5600,19.1200,1.0000,95.6000,191.2000,286.8000
9570,9.5700,19.1400,1.0000,95.7000,191.4000,287.1000
9580,9.5800,19.1600,1.0000,95.8000,191.6000,287.4000
9590,9.5900,19.1800,1.0000,95.9000,191.8000,287.7000
9600,9.6000,19.2000,1.0000,96.0000,192.0000,288.0000
9610,9.6100,19.2200,1.0000,96.1000,192.2000,288.3000
9620,9.6200,19.2400,1.0000,96.2000,192.4000,288.6000
9630,9.6300,19.2600,1.0000,96.3000,192.6000,288.9000
9640,9.6400,19.2800,1.0000,96.4000,192.8000,289.2000
9650,9.6500,19.3000,1.0000,96.5000,193.0000,289.5000
9660,9.6600,19.3200,1.0000,96.6000,193.2000,289.8000
9670,9.6700,19.3400,1.0000,96.7000,193.4000,290.1000
9680,9.6800,19.3600,1.0000,96.8000,193.6000,290.4000
9690,9.6900,19.3800,1.0000,96.9000,193.8000,290.7000
9700,9.7000,19.4000,1.0000,97.0000,194.0000,291.0000
9710,9.7100,19.4200,1.0000,97.1000,194.2000,291.3000
9720,9.7200,19.4400,1.0000,97.2000,194.4000,291.6000
9730,9.7300,19.4600,1.0000,97.3000,194.6000,291.9000
9740,9.7400,19.4800,1.0000,97.4000,194.8000,292.2000
9750,9.7500,19.5000,1.0000,97.5000,195.0000,292.5000
9760,9.7600,19.5200,1.0000,97.6000,195.2000,292.8000
9770,9.7700,19.5400,1.0000,97.7000,195.4000,293.1000
9780,9.7800,19.5600,1.0000,97.8000,195.6000,293.4000
9790,9.7900,19.5800,1.0000,97.9000,195.8000,293.7000
9800,9.8000,19.6000,1.0000,98.0000,196.0000,294.0000
9810,9.8100,19.6200,1.0000,98.1000,196.2000,294.3000
9820,9.8200,19.6400,1.0000,98.2000,196.4000,294.6000
9830,9.8300,19.6600,1.0000,98.3000,196.6000,294.9000
9840,9.8400,19.6800,1.0000,98.4000,196.8000,295.2000
9850,9.8500,19.7000,1.0000,98.5000,197.0000,295.5000
9860,9.8600,19.7200,1.0000,98.6000,197.2000,295.8000
9870,9.8700,19.7400,1.0000,98.7000,197.4000,296.1000
9880,9.8800,19.7600,1.0000,98.8000,197.6000,296.4000
9890,9.8900,19.7800,1.0000,98.9000,197.8000,296.7000
9900,9.9000,19.8000,1.0000,99.0000,198.0000,297.0000
9910,9.9100,19.8200,1.0000,99.1000,198.2000,297.3000
9920,9.9200,19.8400,1.0000,99.2000,198.4000,297.6000
9930,9.9300,19.8600,1.0000,99.3000,198.6000,297.9000
9940,9.9400,19.8800,1.0000,99.4000,198.8000,298.2000
9950,9.9500,19.9000,1.0000,99.5000,199.0000,298.5000
9960,9.9600,19.9200,1.0000,99.6000,199.2000,298.8000
9970,9.9700,19.9400,1.0000,99.7000,199.4000,299.1000
9980,9.9800,19.9600,1.0000,99.8000,199.6000,299.4000
9990,9.9900,19.9800,1.0000,99.9000,199.8000,299.7000
10000,10.0000,20.0000,1.0000,100.0000,200.0000,300.0000
10010,10.0100,20.0200,1.0000,100.1000,200.2000,300.3000
10020,10.0200,20.0400,1.0000,100.2000,200.4000,300.6000
10030,10.0300,20.0600,1.0000,100.3000,200.6000,300.9000
10040,10.0400,20.0800,1.0000,100.4000,200.8000,301.2000
10050,10.0500,20.1000,1.0000,100.5000,201.0000,301.5000
10060,10.0600,20.1200,1.0000,100.6000,201.2000,301.8000
10070,10.0700,20.1400,1.0000,100.7000,201.4000,302.1000
10080,10.0800,20.1600,1.0000,100.8000,201.6000,302.4000
10090,10.0900,20.1800,1.0000,100.9000,201.8000,302.7000
10100,10.1000,20.2000,1.0000,101.0000,202.0000,303.0000
10110,10.1100,20.2200,1.0000,101.1000,202.2000,303.3000
10120,10.1200,20.2400,1.0000,101.2000,202.4000,303.6000
10130,10.1300,20.2600,1.0000,101.3000,202.6000,303.9000
10140,10.1400,20.2800,1.0000,101.4000,202.8000,304.2000
10150,10.1500,20.3000,1.0000,101.5000,203.0000,304.5000
10160,10.1600,20.3200,1.0000,101.6000,203.2000,304.8000
10170,10.1700,20.3400,1.0000,101.7000,203.4000,305.1000
10180,10.1800,20.3600,1.0000,101.8000,203.6000,305.4000
10190,10.1900,20.3800,1.0000,101.9000,203.8000,305.7000
10200,10.2000,20.4000,1.0000,102.0000,204.0000,306.0000
10210,10.2100,20.4200,1.0000,102.1000,204.2000,306.3000
10220,10.2200,20.4400,1.0000,102.2000,204.4000,306.6000
10230,10.2300,20.4600,1.0000,102.3000,204.6000,306.9000
10240,10.2400,20.4800,1.0000,102.4000,204.8000,307.2000
10250,10.2500,20.5000,1.0000,102.5000,205.0000,307.5000
10260,10.2600,20.5200,1.0000,102.6000,205.2000,307.8000
10270,10.2700,20.5400,1.0000,102.7000,205.4000,308.1000
10280,10.2800,20.5600,1.0000,102.8000,205.6000,308.4000
10290,10.2900,20.5800,1.0000,102.9000,205.8000,308.7000
10300,10.3000,20.6000,1.0000,103.0000,206.0000,309.0000
10310,10.3100,20.6200,1.0000,103.1000,206.2000,309.3000
10320,10.3200,20.6400,1.0000,103.2000,206.4000,309.6000
10330,10.3300,20.6600,1.0000,103.3000,206.6000,309.9000
10340,10.3400,20.6800,1.0000,103.4000,206.8000,310.2000
10350,10.3500,20.7000,1.0000,103.5000,207.0000,310.5000
10360,10.3600,20.7200,1.0000,103.6000,207.2000,310.8000
10370,10.3700,20.7400,1.0000,103.7000,207.4000,311.1000
10380,10.3800,20.7600,1.0000,103.8000,207.6000,311.4000
10390,10.3900,20.7800,1.0000,103.9000,207.8000,311.7000
10400,10.4000,20.8000,1.0000,104.0000,208.0000,312.0000
10410,10.4100,20.8200,1.0000,104.1000,208.2000,312.3000
10420,10.4200,20.8400,1.0000,104.2000,208.4000,312.6000
10430,10.4300,20.8600,1.0000,104.3000,208.6000,312.9000
10440,10.4400,20.8800,1.0000,104.4000,208.8000,313.2000
10450,10.4500,20.9000,1.0000,104.5000,209.0000,313.5000
10460,10.4600,20.9200,1.0000,104.6000,209.2000,313.8000
10470,10.4700,20.9400,1.0000,104.7000,209.4000,314.1000
10480,10.4800,20.9600,1.0000,104.8000,209.6000,314.4000
10490,10.4900,20.9800,1.0000,104.9000,209.8000,314.7000
10500,10.5000,21.0000,1.0000,105.0000,210.0000,315.0000
10510,10.5100,21.0200,1.0000,105.1000,210.2000,315.3000
10520,10.5200,21.0400,1.0000,105.2000,210.4000,315.6000
10530,10.5300,21.0600,1.0000,105.3000,210.6000,315.9000
10540,10.5400,21.0800,1.0000,105.4000,210.8000,316.2000
10550,10.5500,21.1000,1.0000,105.5000,211.0000,316.5000
10560,10.5600,21.1200,1.0000,105.6000,211.2000,316.8000
10570,10.5700,21.1400,1.0000,105.7000,211.4000,317.1000
10580,10.5800,21.1600,1.0000,105.8000,211.6000,317.4000
10590,10.5900,21.1800,1.0000,105.9000,211.8000,317.7000
10600,10.6000,21.2000,1.0000,106.0000,212.0000,318.0000
10610,10.6100,21.2200,1.0000,106.1000,212.2000,318.3000
10620,10.6200,21.2400,1.0000,106.2000,212.4000,318.6000
10630,10.6300,21.2600,1.0000,106.3000,212.6000,318.9000
10640,10.6400,21.2800,1.0000,106.4000,212.8000,319.2000
10650,10.6500,21.3000,1.0000,106.5000,213.0000,319.5000
10660,10.6600,21.3200,1.0000,106.6000,213.2000,319.8000
10670,10.6700,21.3400,1.0000,106.7000,213.4000,320.1000
10680,10.6800,21.3600,1.0000,106.8000,213.6000,320.4000
10690,10.6900,21.3800,1.0000,106.9000,213.8000,320.7000
10700,10.7000,21.4000,1.0000,107.0000,214.0000,321.0000
10710,10.7100,21.4200,1.0000,107.1000,214.2000,321.3000
10720,10.7200,21.4400,1.0000,107.2000,214.4000,321.6000
10730,10.7300,21.4600,1.0000,107.3000,214.6000,321.9000
10740,10.7400,21.4800,1.0000,107.4000,214.8000,322.2000
10750,10.7500,21.5000,1.0000,107.5000,215.0000,322.5000
10760,10.7600,21.5200,1.0000,107.6000,215.2000,322.8000
10770,10.7700,21.5400,1.0000,107.7000,215.4000,323.1000
10780,10.7800,21.5600,1.0000,107.8000,215.6000,323.4000
10790,10.7900,21.5800,1.0000,107.9000,215.8000,323.7000
10800,10.8000,21.6000,1.0000,108.0000,216.0000,324.0000
10810,10.8100,21.6200,1.0000,108.1000,216.2000,324.3000
10820,10.8200,21.6400,1.0000,108.2000,216.4000,324.6000
10830,10.8300,21.6600,1.0000,108.3000,216.6000,324.9000
10840,10.8400,21.6800,1.0000,108.4000,216.8000,325.2000
10850,10.8500,21.7000,1.0000,108.5000,217.0000,325.5000
10860,10.8600,21.7200,1.0000,108.6000,217.2000,325.8000
10870,10.8700,21.7400,1.0000,108.7000,217.4000,326.1000
10880,10.8800,21.7600,1.0000,108.8000,217.6000,326.4000
10890,10.8900,21.7800,1.0000,108.9000,217.8000,326.7000
10900,10.9000,21.8000,1.0000,109.0000,218.0000,327.0000
10910,10.9100,21.8200,1.0000,109.1000,218.2000,327.3000
10920,10.9200,21.8400,1.0000,109.2000,218.4000,327.6000
10930,10.9300,21.8600,1.0000,109.3000,218.6000,327.9000
10940,10.9400,21.8800,1.0000,109.4000,218.8000,328.2000
10950,10.9500,21.9000,1.0000,109.5000,219.0000,328.5000
10960,10.9600,21.9200,1.0000,109.6000,219.2000,328.8000
10970,10.9700,21.9400,1.0000,109.7000,219.4000,329.1000
10980,10.9800,21.9600,1.0000,109.8000,219.6000,329.4000
10990,10.9900,21.9800,1.0000,109.9000,219.8000,329.7000
11000,11.0000,22.0000,1.0000,110.0000,220.0000,330.0000
11010,11.0100,22.0200,1.0000,110.1000,220.2000,330.3000
11020,11.0200,22.0400,1.0000,110.2000,220.4000,330.6000
11030,11.0300,22.0600,1.0000,110.3000,220.6000,330.9000
11040,11.0400,22.0800,1.0000,110.4000,220.8000,331.2000
11050,11.0500,22.1000,1.0000,110.5000,221.0000,331.5000
11060,11.0600,22.1200,1.0000,110.6000,221.2000,331.8000
11070,11.0700,22.1400,1.0000,110.7000,221.4000,332.1000
11080,11.0800,22.1600,1.0000,110.8000,221.6000,332.4000
11090,11.0900,22.1800,1.0000,110.9000,221.8000,332.7000
11100,11.1000,22.2000,1.0000,111.0000,222.0000,333.0000
11110,11.1100,22.2200,1.0000,111.1000,222.2000,333.3000
11120,11.1200,22.2400,1.0000,111.2000,222.4000,333.6000
11130,11.1300,22.2600,1.0000,111.3000,222.6000,333.9000
11140,11.1400,22.2800,1.0000,111.4000,222.8000,334.2000
11150,11.1500,22.3000,1.0000,111.5000,223.0000,334.5000
11160,11.1600,22.3200,1.0000,111.6000,223.2000,334.8000
11170,11.1700,22.3400,1.0000,111.7000,223.4000,335.1000
11180,11.1800,22.3600,1.0000,111.8000,223.6000,335.4000
11190,11.1900,22.3800,1.0000,111.9000,223.8000,335.7000
11200,11.2000,22.4000,1.0000,112.0000,224.0000,336.0000
11210,11.2100,22.4200,1.0000,112.1000,224.2000,336.3000
11220,11.2200,22.4400,1.0000,112.2000,224.4000,336.6000
11230,11.2300,22.4600,1.0000,112.3000,224.6000,336.9000
11240,11.2400,22.4800,1.0000,112.4000,224.8000,337.2000
11250,11.2500,22.5000,1.0000,112.5000,225.0000,337.5000
11260,11.2600,22.5200,1.0000,112.6000,225.2000,337.8000
11270,11.2700,22.5400,1.0000,112.7000,225.4000,338.1000
11280,11.2800,22.5600,1.0000,112.8000,225.6000,338.4000
11290,11.2900,22.5800,1.0000,112.9000,225.8000,338.7000
11300,11.3000,22.6000,1.0000,113.0000,226.0000,339.0000
11310,11.3100,22.6200,1.0000,113.1000,226.2000,339.3000
11320,11.3200,22.6400,1.0000,113.2000,226.4000,339.6000
11330,11.3300,22.6600,1.0000,113.3000,226.6000,339.9000
11340,11.3400,22.6800,1.0000,113.4000,226.8000,340.2000
11350,11.3500,22.7000,1.0000,113.5000,227.0000,340.5000
11360,11.3600,22.7200,1.0000,113.6000,227.2000,340.8000
11370,11.3700,22.7400,1.0000,113.7000,227.4000,341.1000
11380,11.3800,22.7600,1.0000,113.8000,227.6000,341.4000
11390,11.3900,22.7800,1.0000,113.9000,227.8000,341.7000
11400,11.4000,22.8000,1.0000,114.0000,228.0000,342.0000
11410,11.4100,22.8200,1.0000,114.1000,228.2000,342.3000
11420,11.4200,22.8400,1.0000,114.2000,228.4000,342.6000
11430,11.4300,22.8600,1.0000,114.3000,228.6000,342.9000
11440,11.4400,22.8800,1.0000,114.4000,228.8000,343.2000
11450,11.4500,22.9000,1.0000,114.5000,229.0000,343.5000
11460,11.4600,22.9200,1.0000,114.6000,229.2000,343.8000
11470,11.4700,22.9400,1.0000,114.7000,229.4000,344.1000
11480,11.4800,22.9600,1.0000,114.8000,229.6000,344.4000
11490,11.4900,22.9800,1.0000,114.9000,229.8000,344.7000
11500,11.5000,23.0000,1.0000,115.0000,230.0000,345.0000
11510,11.5100,23.0200,1.0000,115.1000,230.2000,345.3000
11520,11.5200,23.0400,1.0000,115.2000,230.4000,345.6000
11530,11.5300,23.0600,1.0000,115.3000,230.6000,345.9000
11540,11.5400,23.0800,1.0000,115.4000,230.8000,346.2000
11550,11.5500,23.1000,1.0000,115.5000,231.0000,346.5000
11560,11.5600,23.1200,1.0000,115.6000,231.2000,346.8000
11570,11.5700,23.1400,1.0000,115.7000,231.4000,347.1000
11580,11.5800,23.1600,1.0000,115.8000,231.6000,347.4000
11590,11.5900,23.1800,1.0000,115.9000,231.8000,347.7000
11600,11.6000,23.2000,1.0000,116.0000,232.0000,348.0000
11610,11.6100,23.2200,1.0000,116.1000,232.2000,348.3000
11620,11.6200,23.2400,1.0000,116.2000,232.4000,348.6000
11630,11.6300,23.2600,1.0000,116.3000,232.6000,348.9000
11640,11.6400,23.2800,1.0000,116.4000,232.8000,349.2000
11650,11.6500,23.3000,1.0000,116.5000,233.0000,349.5000
11660,11.6600,23.3200,1.0000,116.6000,233.2000,349.8000
11670,11.6700,23.3400,1.0000,116.7000,233.4000,350.1000
11680,11.6800,23.3600,1.0000,116.8000,233.6000,350.4000
11690,11.6900,23.3800,1.0000,116.9000,233.8000,350.7000
11700,11.7000,23.4000,1.0000,117.0000,234.0000,351.0000
11710,11.7100,23.4200,1.0000,117.1000,234.2000,351.3000
11720,11.7200,23.4400,1.0000,117.2000,234.4000,351.6000
11730,11.7300,23.4600,1.0000,117.3000,234.6000,351.9000
11740,11.7400,23.4800,1.0000,117.4000,234.8000,352.2000
11750,11.7500,23.5000,1.0000,117.5000,235.0000,352.5000
11760,11.7600,23.5200,1.0000,117.6000,235.2000,352.8000
11770,11.7700,23.5400,1.0000,117.7000,235.4000,353.1000
11780,11.7800,23.5600,1.0000,117.8000,235.6000,353.4000
11790,11.7900,23.5800,1.0000,117.9000,235.8000,353.7000
11800,11.8000,23.6000,1.0000,118.0000,236.0000,354.0000
11810,11.8100,23.6200,1.0000,118.1000,236.2000,354.3000
11820,11.8200,23.6400,1.0000,118.2000,236.4000,354.6000
11830,11.8300,23.6600,1.0000,118.3000,236.6000,354.9000
11840,11.8400,23.6800,1.0000,118.4000,236.8000,355.2000
11850,11.8500,23.7000,1.0000,118.5000,237.0000,355.5000
11860,11.8600,23.7200,1.0000,118.6000,237.2000,355.8000
11870,11.8700,23.7400,1.0000,118.7000,237.4000,356.1000
11880,11.8800,23.7600,1.0000,118.8000,237.6000,356.4000
11890,11.8900,23.7800,1.0000,118.9000,237.8000,356.7000
11900,11.9000,23.8000,1.0000,119.0000,238.0000,357.0000
11910,11.9100,23.8200,1.0000,119.1000,238.2000,357.3000
11920,11.9200,23.8400,1.0000,119.2000,238.4000,357.6000
11930,11.9300,23.8600,1.0000,119.3000,238.6000,357.9000
11940,11.9400,23.8800,1.0000,119.4000,238.8000,358.2000
11950,11.9500,23.9000,1.0000,119.5000,239.0000,358.5000
11960,11.9600,23.9200,1.0000,119.6000,239.2000,358.8000
11970,11.9700,23.9400,1.0000,119.7000,239.4000,359.1000
11980,11.9800,23.9600,1.0000,119.8000,239.6000,359.4000
11990,11.9900,23.9800,1.0000,119.9000,239.8000,359.7000
12000,12.0000,24.0000,1.0000,120.0000,240.0000,360.0000
12010,12.0100,24.0200,1.0000,120.1000,240.2000,360.3000
12020,12.0200,24.0400,1.0000,120.2000,240.4000,360.6000
12030,12.0300,24.0600,1.0000,120.3000,240.6000,360.9000
12040,12.0400,24.0800,1.0000,120.4000,240.8000,361.2000
12050,12.0500,24.1000,1.0000,120.5000,241.0000,361.5000
12060,12.0600,24.1200,1.0000,120.6000,241.2000,361.8000
12070,12.0700,24.1400,1.0000,120.7000,241.4000,362.1000
12080,12.0800,24.1600,1.0000,120.8000,241.6000,362.4000
12090,12.0900,24.1800,1.0000,120.9000,241.8000,362.7000
12100,12.1000,24.2000,1.0000,121.0000,242.0000,363.0000
12110,12.1100,24.2200,1.0000,121.1000,242.2000,363.3000
12120,12.1200,24.2400,1.0000,121.2000,242.4000,363.6000
12130,12.1300,24.2600,1.0000,121.3000,242.6000,363.9000
12140,12.1400,24.2800,1.0000,121.4000,242.8000,364.2000
12150,12.1500,24.3000,1.0000,121.5000,243.0000,364.5000
12160,12.1600,24.3200,1.0000,121.6000,243.2000,364.8000
12170,12.1700,24.3400,1.0000,121.7000,243.4000,365.1000
12180,12.1800,24.3600,1.0000,121.8000,243.6000,365.4000
12190,12.1900,24.3800,1.0000,121.9000,243.8000,365.7000
12200,12.2000,24.4000,1.0000,122.0000,244.0000,366.0000
12210,12.2100,24.4200,1.0000,122.1000,244.2000,366.3000
12220,12.2200,24.4400,1.0000,122.2000,244.4000,366.6000
12230,12.2300,24.4600,1.0000,122.3000,244.6000,366.9000
12240,12.2400,24.4800,1.0000,122.4000,244.8000,367.2000
12250,12.2500,24.5000,1.0000,122.5000,245.0000,367.5000
12260,12.2600,24.5200,1.0000,122.6000,245.2000,367.8000
12270,12.2700,24.5400,1.0000,122.7000,245.4000,368.1000
12280,12.2800,24.5600,1.0000,122.8000,245.6000,368.4000
12290,12.2900,24.5800,1.0000,122.9000,245.8000,368.7000
12300,12.3000,24.6000,1.0000,123.0000,246.0000,369.0000
12310,12.3100,24.6200,1.0000,123.1000,246.2000,369.3000
12320,12.3200,24.6400,1.0000,123.2000,246.4000,369.6000
12330,12.3300,24.6600,1.0000,123.3000,246.6000,369.9000
12340,12.3400,24.6800,1.0000,123.4000,246.8000,370.2000
12350,12.3500,24.7000,1.0000,123.5000,247.0000,370.5000
12360,12.3600,24.7200,1.0000,123.6000,247.2000,370.8000
12370,12.3700,24.7400,1.0000,123.7000,247.4000,371.1000
12380,12.3800,24.7600,1.0000,123.8000,247.6000,371.4000
12390,12.3900,24.7800,1.0000,123.9000,247.8000,371.7000
12400,12.4000,24.8000,1.0000,124.0000,248.0000,372.0000
12410,12.4100,24.8200,1.0000,124.1000,248.2000,372.3000
12420,12.4200,24.8400,1.0000,124.2000,248.4000,372.6000
12430,12.4300,24.8600,1.0000,124.3000,248.6000,372.9000
12440,12.4400,24.8800,1.0000,124.4000,248.8000,373.2000
12450,12.4500,24.9000,1.0000,124.5000,249.0000,373.5000
12460,12.4600,24.9200,1.0000,124.6000,249.2000,373.8000
12470,12.4700,24.9400,1.0000,124.7000,249.4000,374.1000
12480,12.4800,24.9600,1.0000,124.8000,249.6000,374.4000
12490,12.4900,24.9800,1.0000,124.9000,249.8000,374.7000
12500,12.5000,25.0000,1.0000,125.0000,250.0000,375.0000
12510,12.5100,25.0200,1.0000,125.1000,250.2000,375.3000
12520,12.5200,25.0400,1.0000,125.2000,250.4000,375.6000
12530,12.5300,25.0600,1.0000,125.3000,250.6000,375.9000
12540,12.5400,25.0800,1.0000,125.4000,250.8000,376.2000
12550,12.5500,25.1000,1.0000,125.5000,251.0000,376.5000
12560,12.5600,25.1200,1.0000,125.6000,251.2000,376.8000
12570,12.5700,25.1400,1.0000,125.7000,251.4000,377.1000
12580,12.5800,25.1600,1.0000,125.8000,251.6000,377.4000
12590,12.5900,25.1800,1.0000,125.9000,251.8000,377.7000
12600,12.6000,25.2000,1.0000,126.0000,252.0000,378.0000
12610,12.6100,25.2200,1.0000,126.1000,252.2000,378.3000
12620,12.6200,25.2400,1.0000,126.2000,252.4000,378.6000
12630,12.6300,25.2600,1.0000,126.3000,252.6000,378.9000
12640,12.6400,25.2800,1.0000,126.4000,252.8000,379.2000
12650,12.6500,25.3000,1.0000,126.5000,253.0000,379.5000
12660,12.6600,25.3200,1.0000,126.6000,253.2000,379.8000
12670,12.6700,25.3400,1.0000,126.7000,253.4000,380.1000
12680,12.6800,25.3600,1.0000,126.8000,253.6000,380.4000
12690,12.6900,25.3800,1.0000,126.9000,253.8000,380.7000
12700,12.7000,25.4000,1.0000,127.0000,254.0000,381.0000
